  1.0000000e+000  1.0000000e+000  1.0000000e+000
  1.0000000e+000  9.7390000e-001  8.0000000e-001
  1.0000000e+000  9.4770000e-001  6.0000000e-001
  1.0000000e+000  9.2160000e-001  4.0000000e-001
  1.0000000e+000  7.8430000e-001  2.0000000e-001
  1.0000000e+000  6.4710000e-001  0.0000000e+000
  1.0000000e+000  5.2530000e-001  4.0000000e-002
  1.0000000e+000  4.0360000e-001  8.0000000e-002
  1.0000000e+000  2.8180000e-001  1.2000000e-001
  9.3730000e-001  2.1130000e-001  2.7720000e-001
  8.7450000e-001  1.4090000e-001  4.3450000e-001
  8.1170000e-001  7.0500000e-002  5.9180000e-001
  7.4900000e-001  0.0000000e+000  7.4900000e-001
  5.6170000e-001  0.0000000e+000  5.6170000e-001
  3.7450000e-001  0.0000000e+000  3.7450000e-001
  0.0000000e+000  0.0000000e+000  0.0000000e+000
