lon,lat
187.198185,-13.51303318
187.2020802,-13.50995283
187.2049909,-13.50590161
187.2069383,-13.50133224
187.2102171,-13.49767657
187.2129321,-13.4934953
187.2172485,-13.49118324
187.222008,-13.48970273
187.2266496,-13.49113426
187.2300331,-13.4945121
187.2344567,-13.49642855
187.2383062,-13.49360873
187.24164,-13.49004973
187.2457438,-13.49141157
187.2482329,-13.49557502
187.2528403,-13.49725114
187.2577713,-13.49784185
187.2615958,-13.50043442
187.2657189,-13.50316164
187.2684557,-13.50708624
187.2727792,-13.50950296
187.2768153,-13.51236491
187.2812882,-13.51458786
187.2861576,-13.51560393
187.2910245,-13.5162387
187.2958729,-13.5174604
187.3006978,-13.51737395
187.3050296,-13.51497683
187.3098651,-13.51393792
187.3137417,-13.51094599
187.3180153,-13.50868916
187.3227827,-13.50734417
187.3272205,-13.50504115
187.3317953,-13.50305615
187.3366453,-13.501862
187.341535,-13.50164726
187.3462005,-13.50187958
187.3510643,-13.50163324
187.3560282,-13.50223256
187.3609982,-13.5026149
187.3659486,-13.50191236
187.3709008,-13.50122395
187.37541,-13.49944103
187.3786773,-13.49572652
187.3831483,-13.49355552
187.3878064,-13.49203823
187.3925418,-13.49314443
187.3973299,-13.4925314
187.4017456,-13.49244589
187.406301,-13.49440999
187.4110476,-13.49581646
187.4155045,-13.49419248
187.4188673,-13.49053614
187.4230232,-13.48786427
187.4278596,-13.48664971
187.4324072,-13.48463865
187.4368443,-13.4823863
187.4417478,-13.48158313
187.4467014,-13.48096506
187.4507698,-13.47814727
187.4550766,-13.47561338
187.4599605,-13.47474094
187.4649012,-13.47415041
187.4695654,-13.47267237
187.474267,-13.4740762
187.479122,-13.47487239
187.4838611,-13.47580519
187.4885808,-13.47585047
187.4925657,-13.47302938
187.4974166,-13.47221595
187.5022716,-13.47178757
187.5052272,-13.46823415
187.5101204,-13.46763219
187.5142408,-13.46508323
187.5174205,-13.46125152
187.5223816,-13.46104032
187.5270319,-13.46260869
187.5312398,-13.46529168
187.5356891,-13.46747465
187.5406446,-13.46733982
187.5454536,-13.46602099
187.5499675,-13.46731185
187.5538137,-13.46475739
187.558629,-13.46349167
187.5635768,-13.46302691
187.5683409,-13.46150926
187.5733064,-13.46181752
187.5781376,-13.46060451
187.5806939,-13.45651759
187.5829185,-13.45204285
187.5857675,-13.44804229
187.5907441,-13.44811069
187.5956753,-13.44729998
187.6004473,-13.44606115
187.6049707,-13.44393937
187.6098174,-13.44346554
187.6146569,-13.44297413
187.6195111,-13.44200032
187.6241915,-13.44358735
187.6286315,-13.44585533
187.6334574,-13.44705669
187.6361234,-13.4454516
187.6383773,-13.4417338
187.6366105,-13.43734891
187.6405462,-13.43499623
187.6455233,-13.43539308
187.6504347,-13.43491187
187.6551871,-13.43635045
187.659645,-13.43859816
187.6639842,-13.44103488
187.668777,-13.44244478
187.6731929,-13.44476557
187.6769826,-13.44802394
187.6814367,-13.45028042
187.6858506,-13.45258029
187.6898717,-13.45555139
187.6935116,-13.45889509
187.696208,-13.46298191
187.6990784,-13.46702779
187.7026186,-13.47055245
187.7060125,-13.47422422
187.709525,-13.47778186
187.7126064,-13.48160476
187.7142881,-13.48631347
187.7164968,-13.49079453
187.7194053,-13.4946971
187.7230194,-13.49803056
187.7257279,-13.50223341
187.7292907,-13.50566512
187.7341185,-13.50674227
187.7375527,-13.51021695
187.7398076,-13.51466992
187.7421083,-13.51909558
187.7448394,-13.52327946
187.7482772,-13.5268603
187.752142,-13.53003194
187.7551318,-13.5340274
187.7584023,-13.53780507
187.7618282,-13.54144596
187.7644067,-13.5456419
187.7652616,-13.5505647
187.7679088,-13.55432105
187.7725512,-13.55616396
187.7745698,-13.56063432
187.7747091,-13.56551321
187.7768194,-13.56996849
187.7808139,-13.57295058
187.7850776,-13.57555517
187.7892979,-13.57808933
187.7924709,-13.58195309
187.7955673,-13.58587891
187.7986637,-13.58980474
187.8012546,-13.59404206
187.8035841,-13.59845979
187.8061225,-13.60276748
187.8076806,-13.60741623
187.8083638,-13.61236934
187.8087282,-13.61735254
187.8097941,-13.62218182
187.8120137,-13.62662382
187.8147679,-13.63079687
187.8174682,-13.63500472
187.8201414,-13.63923012
187.8216634,-13.64397422
187.8213521,-13.64893121
187.8223604,-13.6538285
187.8253664,-13.65780735
187.8284272,-13.66176097
187.8314743,-13.66572524
187.8342843,-13.66983893
187.8362824,-13.67439358
187.8376031,-13.67918979
187.8396656,-13.68374456
187.8391888,-13.68808353
187.8363296,-13.69218374
187.8333166,-13.69617395
187.8307582,-13.7004225
187.8288717,-13.70505296
187.8266378,-13.70951639
187.8252358,-13.71416209
187.8251377,-13.71916113
187.8238479,-13.7239733
187.8220296,-13.72858675
187.8189983,-13.73250325
187.8149364,-13.7353626
187.8104402,-13.73754993
187.805944,-13.73973725
187.8039029,-13.74406107
187.8011208,-13.74799391
187.7972706,-13.75118147
187.7933202,-13.75424646
187.7895139,-13.75745322
187.786915,-13.76151525
187.7880162,-13.76635118
187.7884764,-13.77132925
187.789033,-13.77629796
187.7887079,-13.78114381
