SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
2023200N10251,2023,30,EP,MM,NOT_NAMED,2023-07-21 12:00:00,TS,15.0400,-123.040, , , ,PROVISIONAL,1572,1571,O_____________,nhc_working_bt,EP042023,15.1000,-123.100, ,TD,30,1006,-1, , , , , , , , , , , , ,1009,140,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40, , , , , , , , , ,14,297
2023200N10251,2023,30,EP,MM,NOT_NAMED,2023-07-21 15:00:00,TS,15.3436,-123.694, , , ,PROVISIONAL,1602,1594,P_____________, ,EP042023,15.3721,-123.755, ,TD,30,1006,-1, , , , , , , , , , , , ,1010,140,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,293
2023200N10251,2023,30,EP,MM,NOT_NAMED,2023-07-21 18:00:00,TS,15.6000,-124.433, , , ,PROVISIONAL,1635,1635,O_____________,nhc_working_bt,EP042023,15.6000,-124.500, ,TD,30,1007,-1, , , , , , , , , , , , ,1011,140,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40, , , , , , , , , ,17,286
2023200N10251,2023,30,EP,MM,NOT_NAMED,2023-07-21 21:00:00,TS,15.8129,-125.367, , , ,PROVISIONAL,1703,1703,P_____________, ,EP042023,15.8078,-125.400, ,TD,30,1007,-1, , , , , , , , , , , , ,1011,140,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,283
2023200N10251,2023,30,EP,MM,NOT_NAMED,2023-07-22 00:00:00,TS,16.0000,-126.300, , , ,PROVISIONAL,1750,1750,O_____________,nhc_working_bt,EP042023,16.0000,-126.300, ,TD,30,1007,-1, , , , , , , , , , , , ,1011,140,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40, , , , , , , , , ,17,283
2023200N10251,2023,30,EP,MM,NOT_NAMED,2023-07-22 03:00:00,TS,16.1920,-127.050, , , ,PROVISIONAL,1789,1789,P_____________, ,EP042023,16.1921,-127.045, ,TD,30,1007,-1, , , , , , , , , , , , ,1011,140,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,287
2023200N10251,2023,30,EP,MM,NOT_NAMED,2023-07-22 06:00:00,TS,16.4000,-127.700, , , ,PROVISIONAL,1816,1815,O_____________,nhc_working_bt,EP042023,16.4000,-127.700, ,TD,30,1007,-1, , , , , , , , , , , , ,1011,140,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40, , , , , , , , , ,13,290
2023200N10251,2023,30,EP,MM,NOT_NAMED,2023-07-22 09:00:00,TS,16.6404,-128.308, , , ,PROVISIONAL,1845,1837,P_____________, ,EP042023,16.6404,-128.310, ,TD,27,1007,-1, , , , , , , , , , , , ,1010,135,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,294
2023200N10251,2023,30,EP,MM,NOT_NAMED,2023-07-22 12:00:00,DS,16.9000,-128.900, , , ,PROVISIONAL,1868, ,O_____________,nhc_working_bt,EP042023,16.9000,-128.900, ,LO,25,1008,-3, , , , , , , , , , , , ,1009,130,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35, , , , , , , , , ,12,295
2023203N14132,2023,31,WP,MM,DOKSURI,2023-07-21 12:00:00,NR,14.3000,131.600, , , ,PROVISIONAL,701,701,O_____________,tcvitals,WP052023,14.3000,131.600, , ,29,1005,-1, , , , , , , , , , , , ,1009,190,89, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,43
2023203N14132,2023,31,WP,MM,DOKSURI,2023-07-21 15:00:00,NR,14.3500,131.650, , , ,PROVISIONAL,711,701,P_____________, ,WP052023,14.3500,131.650, , ,29,1003,-1, , , , , , , , , , , , ,1008,190,69, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0
2023203N14132,2023,31,WP,MM,DOKSURI,2023-07-21 18:00:00,NR,14.4000,131.600, , , ,PROVISIONAL,704,684,O_____________,tcvitals,WP052023,14.4000,131.600, , ,29,1002,-1, , , , , , , , , , , , ,1008,190,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,292
2023203N14132,2023,31,WP,MM,DOKSURI,2023-07-21 21:00:00,NR,14.4500,131.388, , , ,PROVISIONAL,688,658,P_____________, ,WP052023,14.4500,131.388, , ,32,1001,-1, , , , , , , , , , , , ,1008,190,45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,282
2023203N14132,2023,31,WP,MM,DOKSURI,2023-07-22 00:00:00,NR,14.5000,131.100, , , ,PROVISIONAL,658,633,O_____________,tcvitals,WP052023,14.5000,131.100, , ,35,1000,0,40,45, , , , , , , , , , ,1008,190,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,282
2023203N14132,2023,31,WP,MM,DOKSURI,2023-07-22 03:00:00,NR,14.5650,130.835, , , ,PROVISIONAL,633,613,P_____________, ,WP052023,14.5650,130.835, , ,35,1000,0,40,45, , , , , , , , , , ,1008,220,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,282
2023203N14132,2023,31,WP,MM,DOKSURI,2023-07-22 06:00:00,NR,14.6000,130.600, , , ,PROVISIONAL,613,599,O_____________,tcvitals,WP052023,14.6000,130.600, , ,35,1000,0,40,45, , , , , , , , , , ,1008,250,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,266
2023203N14132,2023,31,WP,MM,DOKSURI,2023-07-22 09:00:00,NR,14.5424,130.457, , , ,PROVISIONAL,599,579,P_____________, ,WP052023,14.5424,130.457, , ,37,996,0,40,45, , , , , , , , , , ,1008,245,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,251
2023203N14132,2023,31,WP,MM,DOKSURI,2023-07-22 12:00:00,NR,14.5000,130.300, , , ,PROVISIONAL,579,556,O_____________,tcvitals,WP052023,14.5000,130.300, , ,39,993,0,40,45, , , , , , , , , , ,1009,240,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,276
2023203N14132,2023,31,WP,MM,DOKSURI,2023-07-22 15:00:00,NR,14.5850,130.030, , , ,PROVISIONAL,556,533,P_____________, ,WP052023,14.5850,130.030, , ,42,992,0,42,47, , , , , , , , , , ,1008,255,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,289
2023203N14132,2023,31,WP,MM,DOKSURI,2023-07-22 18:00:00,NR,14.7000,129.700, , , ,PROVISIONAL,533,506,O_____________,tcvitals,WP052023,14.7000,129.700, , ,45,992,0,45,50, , , , , , , , , , ,1008,270,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,285
2023203N14132,2023,31,WP,MM,DOKSURI,2023-07-22 21:00:00,NR,14.7575,129.357, , , ,PROVISIONAL,512,477,P_____________, ,WP052023,14.7575,129.357, , ,49,990,0,62,75, , , , , , , , , , ,1008,270,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,278
2023203N14132,2023,31,WP,MM,DOKSURI,2023-07-23 00:00:00,NR,14.8000,129.000, , , ,PROVISIONAL,477,452,O_____________,tcvitals,WP052023,14.8000,129.000, , ,54,989,0,80,100,70,70, , , , , , , , ,1009,270,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,277
2023203N14132,2023,31,WP,MM,DOKSURI,2023-07-23 03:00:00,NR,14.8425,128.642, , , ,PROVISIONAL,444,427,P_____________, ,WP052023,14.8425,128.642, , ,59,988,0,110,125,85,80, , , , , , , , ,1008,275,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,278
2023203N14132,2023,31,WP,MM,DOKSURI,2023-07-23 06:00:00,NR,14.9000,128.300, , , ,PROVISIONAL,427,406,O_____________,tcvitals,WP052023,14.9000,128.300, , ,64,988,1,140,150,100,90, , , , , , , , ,1008,280,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,284
2023203N14132,2023,31,WP,MM,DOKSURI,2023-07-23 09:00:00,NR,14.9999,128.008, , , ,PROVISIONAL,406,379,P_____________, ,WP052023,14.9999,128.008, , ,72,980,1,162,162,100,120, , , , , , , , ,1007,275,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,289
2023203N14132,2023,31,WP,MM,DOKSURI,2023-07-23 12:00:00,NR,15.1000,127.700, , , ,PROVISIONAL,379,344,O_____________,tcvitals,WP052023,15.1000,127.700, , ,80,972,1,185,175,100,150, , , , , , , , ,1006,270,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,283
2023203N14132,2023,31,WP,MM,DOKSURI,2023-07-23 15:00:00,NR,15.1576,127.285, , , ,PROVISIONAL,344,306,P_____________, ,WP052023,15.1576,127.285, , ,84,968,2,185,175,100,150, , , , , , , , ,1006,285,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,277
2023203N14132,2023,31,WP,MM,DOKSURI,2023-07-23 18:00:00,NR,15.2000,126.900, , , ,PROVISIONAL,306,287,O_____________,tcvitals,WP052023,15.2000,126.900, , ,89,965,2,185,175,100,150, , , , , , , , ,1006,300,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,277
2023203N14132,2023,31,WP,MM,DOKSURI,2023-07-23 21:00:00,NR,15.2274,126.655, , , ,PROVISIONAL,287,275,P_____________, ,WP052023,15.2274,126.655, , ,94,960,2,187,177,102,152, , , , , , , , ,1006,300,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,285
2023203N14132,2023,31,WP,MM,DOKSURI,2023-07-24 00:00:00,NR,15.3000,126.500, , , ,PROVISIONAL,275,273,O_____________,tcvitals,WP052023,15.3000,126.500, , ,99,956,3,190,180,105,155, , , , , , , , ,1006,300,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,313
2023203N14132,2023,31,WP,MM,DOKSURI,2023-07-24 03:00:00,NR,15.4474,126.407, , , ,PROVISIONAL,273,273,P_____________, ,WP052023,15.4474,126.407, , ,107,948,3,215,200,137,177, , , , , , , , ,1005,309,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,334
2023203N14132,2023,31,WP,MM,DOKSURI,2023-07-24 06:00:00,NR,15.7000,126.300, , , ,PROVISIONAL,286,286,O_____________,tcvitals,WP052023,15.7000,126.300, , ,115,940,4,240,220,170,200, , , , , , , , ,1004,319,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,334
2023203N14132,2023,31,WP,MM,DOKSURI,2023-07-24 09:00:00,NR,16.0925,126.088, , , ,PROVISIONAL,304,304,P_____________, ,WP052023,16.0925,126.088, , ,117,937,4,240,227,170,200, , , , , , , , ,1005,354,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,329
2023203N14132,2023,31,WP,MM,DOKSURI,2023-07-24 12:00:00,NR,16.5000,125.800, , , ,PROVISIONAL,322,320,O_____________,tcvitals,WP052023,16.5000,125.800, , ,119,935,4,240,235,170,200, , , , , , , , ,1006,390,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,317
2023203N14132,2023,31,WP,MM,DOKSURI,2023-07-24 15:00:00,NR,16.7576,125.450, , , ,PROVISIONAL,308,276,P_____________, ,WP052023,16.7576,125.450, , ,123,930,4,247,237,180,205, , , , , , , , ,1006,392,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,307
2023203N14132,2023,31,WP,MM,DOKSURI,2023-07-24 18:00:00,NR,17.0000,125.100, , , ,PROVISIONAL,276,246,O_____________,tcvitals,WP052023,17.0000,125.100, , ,128,926,4,255,240,190,210, , , , , , , , ,1006,395,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,313
2023203N14132,2023,31,WP,MM,DOKSURI,2023-07-24 21:00:00,NR,17.3225,124.825, , , ,PROVISIONAL,246,232,P_____________, ,WP052023,17.3225,124.825, , ,128,926,4,255,240,190,210, , , , , , , , ,1006,385,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,326
2023203N14132,2023,31,WP,MM,DOKSURI,2023-07-25 00:00:00,NR,17.7000,124.600, , , ,PROVISIONAL,236, ,O_____________,tcvitals,WP052023,17.7000,124.600, , ,128,926,4,255,240,190,210, , , , , , , , ,1007,375,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,331
