lon,lat
531.7224273,6.218221567
531.727116,6.219958139
531.731882,6.221451659
531.7367132,6.222739972
531.7415443,6.224028286
531.7465261,6.224167617
531.7515261,6.224167617
531.7565261,6.224167617
531.7614881,6.224752336
531.7664461,6.225399032
531.7713903,6.226143243
531.7763334,6.226895453
531.7812765,6.227647663
531.7862196,6.228399873
531.7912076,6.22873276
531.7961979,6.229044651
531.8010283,6.229857309
531.8052765,6.232494123
531.8095247,6.235130937
531.8138669,6.237591207
531.8184265,6.23964303
531.8231597,6.241071795
531.8281234,6.241673452
531.8330871,6.242275109
531.8379642,6.24331286
531.8427818,6.244651079
531.8474586,6.24288981
531.8521351,6.241120349
531.8568115,6.239350889
531.8616887,6.238679234
531.8666887,6.238679234
531.8716887,6.238679234
531.8766887,6.238679234
531.8816266,6.239009278
531.8862844,6.24082699
531.8909423,6.242644703
531.8956002,6.244462415
531.8997602,6.2470306
531.9032456,6.250615575
531.906731,6.25420055
531.9102164,6.257785524
531.9138622,6.260616022
531.9185046,6.258759069
531.9228862,6.256475108
531.9266593,6.253194214
531.9304323,6.24991332
531.9344959,6.247017408
531.9386852,6.244288005
531.9428746,6.241558603
531.9470639,6.238829201
531.9512532,6.236099798
531.9554425,6.233370396
531.9596318,6.230640993
531.9635204,6.227499078
531.967401,6.224346115
531.9712816,6.221193152
531.9751621,6.218040189
531.9790427,6.214887226
531.9836058,6.213117502
531.988469,6.211956128
531.9933323,6.210794755
531.9982891,6.210778399
532.0032764,6.211134634
532.0082637,6.211490869
532.013251,6.211847105
532.0182383,6.21220334
532.022991,6.213737946
532.0277344,6.215319085
532.0324778,6.216900224
532.0372212,6.218481363
532.0419825,6.219993356
532.0468989,6.220903803
532.0518153,6.221814249
532.0567317,6.222724695
532.0616481,6.223635142
532.0665338,6.22365067
532.0713763,6.222405465
532.0762188,6.22116026
532.08015,6.218825132
532.0822332,6.214279808
532.0843165,6.209734483
532.0863998,6.205189159
532.0884831,6.200643835
532.0898362,6.195843793
532.0910323,6.19098897
532.0922284,6.186134147
532.0934246,6.181279324
532.0946207,6.176424501
532.0958168,6.171569678
532.0970867,6.166733839
532.0983804,6.161904099
532.0996741,6.157074358
532.1009678,6.152244618
532.1022615,6.147414878
532.1025098,6.14244756
532.1025098,6.13744756
532.1025098,6.13244756
532.1025098,6.12744756
532.1025098,6.12244756
532.1033756,6.117680696
532.1058863,6.113356751
532.1083969,6.109032806
532.1102813,6.104519049
532.1105932,6.099528786
532.110905,6.094538523
532.1112169,6.08954826
532.1111891,6.0846023
532.1096079,6.079858884
532.1080268,6.075115467
532.1085411,6.070291577
532.1097537,6.065440864
532.1093869,6.060598211
532.1081247,6.055760124
532.1083703,6.050914346
532.109583,6.046063633
532.1131394,6.042753333
532.117012,6.039672124
532.1165968,6.034689395
532.1161816,6.029706666
532.1157663,6.024723937
532.1153511,6.019741209
532.1145095,6.01481439
532.1136261,6.009893034
532.1127428,6.004971678
532.1133561,6.000217522
532.1153037,5.995612439
532.1172513,5.991007355
532.1191989,5.986402272
532.1211466,5.981797188
532.1230942,5.977192105
532.1250418,5.972587021
532.1270893,5.968029466
532.129435,5.963613887
532.1317808,5.959198309
532.1341266,5.95478273
532.1364724,5.950367151
532.1388181,5.945951573
532.1412484,5.941583981
532.1438399,5.937307992
532.1464314,5.933032002
532.1490452,5.928769929
532.151749,5.924564037
532.1544528,5.920358144
532.1571566,5.916152252
532.1599735,5.912038791
532.1635559,5.908550708
532.1671382,5.905062624
532.1707206,5.901574541
532.1743029,5.898086457
532.1742908,5.893442954
532.1734118,5.888520816
532.1725329,5.883598678
532.1716539,5.87867654
532.1702785,5.875131872
532.1664616,5.878361583
532.1626447,5.881591295
532.1589518,5.884954574
532.1554508,5.888524265
532.1519498,5.892093956
532.1484487,5.895663648
532.1449477,5.899233339
532.1414466,5.90280303
532.1386231,5.9068316
532.1366076,5.911407372
532.1345921,5.915983143
532.1325766,5.920558915
532.1302462,5.924977049
532.1277905,5.92933245
532.1253348,5.933687851
532.1228791,5.938043251
532.1204234,5.942398652
532.1179677,5.946754053
532.115512,5.951109453
532.1130563,5.955464854
532.1106006,5.959820255
532.1076725,5.963869763
532.104703,5.96789249
532.1017335,5.971915218
532.0987641,5.975937945
532.0957946,5.979960672
532.0928252,5.983983399
532.0898557,5.988006126
532.0868863,5.992028853
532.0831111,5.995258055
532.079134,5.998288271
532.0751568,6.001318487
532.0711797,6.004348704
532.0670282,6.007083928
532.0624548,6.009104747
532.0578814,6.011125566
532.0533079,6.013146386
532.0487325,6.015162534
532.0441517,6.017166628
532.0395709,6.019170722
532.0349901,6.021174816
532.0304093,6.02317891
532.0260557,6.025625685
532.0217564,6.028178379
532.0174571,6.030731073
532.0127682,6.032244433
532.0078504,6.03314769
532.0029327,6.034050948
531.998015,6.034954206
531.993072,6.035368082
531.9880875,6.03497457
531.983103,6.034581057
531.9781542,6.034023958
531.9734586,6.03230605
531.968763,6.030588143
531.9640674,6.028870235
531.9592575,6.027994299
531.9542739,6.028398378
531.9492902,6.028802458
531.9446855,6.029966483
531.9413637,6.033703529
531.9380418,6.037440576
531.9347464,6.041199993
531.9316077,6.045092058
531.9284689,6.048984124
531.9253301,6.052876189
531.9213214,6.055761205
531.9170146,6.05830113
531.9127078,6.060841055
531.9084009,6.06338098
531.903557,6.064483161
531.8986398,6.065388973
531.8937225,6.066294785
531.8887571,6.066673884
531.8837571,6.066673884
531.8787571,6.066673884
531.8738526,6.066114157
531.8691353,6.064456727
531.864418,6.062799297
531.8597007,6.061141867
531.855298,6.058773292
531.8508985,6.056397547
531.8464989,6.054021803
531.8420994,6.051646058
531.8377706,6.049163981
531.8338785,6.046025218
531.8299865,6.042886456
531.8260944,6.039747694
531.8215903,6.037709068
531.816871,6.036057316
531.8122144,6.037649632
531.8075623,6.039482255
531.8029103,6.041314878
531.7989705,6.04435899
531.7951068,6.047532687
531.7912432,6.050706384
531.7871112,6.053513254
531.7829164,6.05623421
531.7787216,6.058955165
531.7745186,6.061662336
531.7701423,6.064080767
531.7657661,6.066499197
531.7613899,6.068917628
531.7568455,6.070896804
531.7519735,6.072021101
531.7471015,6.073145399
531.7422296,6.074269696
531.7372409,6.074471818
531.7322425,6.074596779
531.727244,6.07472174
531.7239789,6.077189288
531.7245578,6.081947498
531.7260738,6.086712127
531.7275898,6.091476756
531.7291058,6.096241385
531.730152,6.101122969
531.7310464,6.106042319
531.7319408,6.110961668
531.7328353,6.115881018
531.7315665,6.120685394
531.7301556,6.125482221
531.7287448,6.130279049
531.7292337,6.135220275
531.7299032,6.140175237
531.7305728,6.145130199
531.7290961,6.149715965
531.7268093,6.154162404
531.7245226,6.158608843
531.7230737,6.163258094
531.7230737,6.168258094
531.7230737,6.173258094
531.7230737,6.178258094
531.7230737,6.183258094
531.7214745,6.187973666
531.7197504,6.192667015
531.7180264,6.197360364
531.7163023,6.202053713
531.7158454,6.206847437
531.7168092,6.211753681
529.4233107,5.955936351
529.4258214,5.960260296
529.4283321,5.964584241
529.4308428,5.968908185
529.4333534,5.97323213
529.4355968,5.977651659
529.4363972,5.982587186
529.4371975,5.987522714
529.4379979,5.992458241
529.4387982,5.997393769
529.4395986,6.002329296
529.4403665,6.007267738
529.4404591,6.01226688
529.4405517,6.017266023
529.4406443,6.022265166
529.4407368,6.027264309
529.4408294,6.032263452
529.440922,6.037262595
529.4410146,6.042261738
529.4411071,6.047260881
529.4418376,6.052063536
529.4445739,6.056248384
529.4473101,6.060433232
529.4500464,6.06461808
529.4527826,6.068802928
529.4549908,6.073131181
529.4547472,6.078125243
529.4545036,6.083119305
529.4542599,6.088113367
529.4540163,6.093107429
529.4537727,6.09810149
529.4535291,6.103095552
529.4540371,6.108008415
529.4553417,6.112835232
529.4566462,6.117662049
529.4579508,6.122488866
529.4592553,6.127315683
529.4605599,6.1321425
529.4615918,6.137009853
529.461748,6.142007413
529.4619041,6.147004973
529.4620603,6.152002534
529.4622165,6.157000094
529.46232,6.161982945
529.4595951,6.166175163
529.4568701,6.170367381
529.4541452,6.174559599
529.4518686,6.178849559
529.4526013,6.183795576
529.4533341,6.188741594
529.4540668,6.193687611
529.4547996,6.198633628
529.4535132,6.203257347
529.4512771,6.207729483
529.449041,6.212201619
529.446805,6.216673755
529.4445689,6.221145891
529.4423328,6.225618027
529.4399507,6.229987089
529.4364852,6.233591255
529.4330197,6.23719542
529.4295541,6.240799585
529.4260886,6.244403751
529.422623,6.248007916
529.4187984,6.250883342
529.413829,6.2514355
529.4088596,6.251987657
529.405236,6.253811508
