SH, 15, 1996123000,   , BEST,   0, 149S, 1371E,  15
SH, 15, 1996123006,   , BEST,   0, 147S, 1365E,  15
SH, 15, 1996123012,   , BEST,   0, 145S, 1359E,  15
SH, 15, 1996123018,   , BEST,   0, 143S, 1354E,  15
SH, 15, 1996123100,   , BEST,   0, 140S, 1350E,  15
SH, 15, 1996123106,   , BEST,   0, 136S, 1346E,  20
SH, 15, 1996123112,   , BEST,   0, 132S, 1341E,  20
SH, 15, 1996123118,   , BEST,   0, 128S, 1337E,  20
SH, 15, 1997010100,   , BEST,   0, 125S, 1333E,  25
SH, 15, 1997010106,   , BEST,   0, 122S, 1330E,  25
SH, 15, 1997010112,   , BEST,   0, 119S, 1327E,  25
SH, 15, 1997010118,   , BEST,   0, 116S, 1323E,  25
SH, 15, 1997010200,   , BEST,   0, 113S, 1319E,  30
SH, 15, 1997010206,   , BEST,   0, 111S, 1314E,  30
SH, 15, 1997010212,   , BEST,   0, 110S, 1309E,  30
SH, 15, 1997010218,   , BEST,   0, 112S, 1302E,  35
SH, 15, 1997010300,   , BEST,   0, 117S, 1295E,  40
SH, 15, 1997010306,   , BEST,   0, 122S, 1287E,  45
SH, 15, 1997010312,   , BEST,   0, 128S, 1280E,  50
SH, 15, 1997010318,   , BEST,   0, 133S, 1272E,  55
SH, 15, 1997010400,   , BEST,   0, 138S, 1263E,  55
SH, 15, 1997010406,   , BEST,   0, 143S, 1254E,  50
SH, 15, 1997010412,   , BEST,   0, 150S, 1247E,  45
SH, 15, 1997010418,   , BEST,   0, 156S, 1240E,  45
SH, 15, 1997010500,   , BEST,   0, 161S, 1232E,  50
SH, 15, 1997010506,   , BEST,   0, 164S, 1224E,  55
SH, 15, 1997010512,   , BEST,   0, 170S, 1218E,  55
SH, 15, 1997010518,   , BEST,   0, 174S, 1213E,  55
SH, 15, 1997010600,   , BEST,   0, 178S, 1208E,  55
SH, 15, 1997010606,   , BEST,   0, 181S, 1203E,  60
SH, 15, 1997010612,   , BEST,   0, 184S, 1198E,  70
SH, 15, 1997010618,   , BEST,   0, 189S, 1192E,  80
SH, 15, 1997010700,   , BEST,   0, 194S, 1187E,  80
SH, 15, 1997010706,   , BEST,   0, 201S, 1186E,  75
SH, 15, 1997010712,   , BEST,   0, 208S, 1185E,  65
SH, 15, 1997010718,   , BEST,   0, 217S, 1185E,  55
SH, 15, 1997010800,   , BEST,   0, 226S, 1184E,  45
SH, 15, 1997010806,   , BEST,   0, 235S, 1186E,  35
SH, 15, 1997010812,   , BEST,   0, 242S, 1189E,  30
SH, 15, 1997010818,   , BEST,   0, 248S, 1194E,  30
SH, 15, 1997010900,   , BEST,   0, 255S, 1198E,  30
SH, 15, 1997010906,   , BEST,   0, 260S, 1203E,  30
SH, 15, 1997010912,   , BEST,   0, 265S, 1209E,  30
SH, 15, 1997010918,   , BEST,   0, 272S, 1214E,  25
SH, 15, 1997011000,   , BEST,   0, 278S, 1219E,  25
SH, 15, 1997011006,   , BEST,   0, 283S, 1223E,  25
SH, 15, 1997011012,   , BEST,   0, 287S, 1229E,  25
SH, 15, 1997011018,   , BEST,   0, 291S, 1235E,  25
SH, 15, 1997011100,   , BEST,   0, 293S, 1242E,  20
SH, 15, 1997011106,   , BEST,   0, 295S, 1249E,  20
SH, 15, 1997011112,   , BEST,   0, 296S, 1256E,  15
