SH, 32, 1997032118,   , BEST,   0, 163S, 1467E,  50
SH, 32, 1997032200,   , BEST,   0, 168S, 1460E,  55
SH, 32, 1997032206,   , BEST,   0, 170S, 1453E,  50
SH, 32, 1997032212,   , BEST,   0, 171S, 1449E,  45
SH, 32, 1997032218,   , BEST,   0, 175S, 1447E,  40
SH, 32, 1997032300,   , BEST,   0, 179S, 1449E,  40
SH, 32, 1997032306,   , BEST,   0, 183S, 1453E,  40
SH, 32, 1997032312,   , BEST,   0, 187S, 1462E,  45
SH, 32, 1997032318,   , BEST,   0, 191S, 1471E,  45
SH, 32, 1997032400,   , BEST,   0, 195S, 1478E,  45
SH, 32, 1997032406,   , BEST,   0, 198S, 1484E,  45
SH, 32, 1997032412,   , BEST,   0, 201S, 1491E,  35
SH, 32, 1997032418,   , BEST,   0, 205S, 1497E,  35
SH, 32, 1997032500,   , BEST,   0, 207S, 1504E,  35
SH, 32, 1997032506,   , BEST,   0, 208S, 1511E,  35
SH, 32, 1997032512,   , BEST,   0, 208S, 1516E,  35
SH, 32, 1997032518,   , BEST,   0, 208S, 1519E,  35
SH, 32, 1997032600,   , BEST,   0, 206S, 1522E,  30
SH, 32, 1997032606,   , BEST,   0, 203S, 1524E,  30
SH, 32, 1997032612,   , BEST,   0, 200S, 1521E,  30
SH, 32, 1997032618,   , BEST,   0, 198S, 1516E,  30
SH, 32, 1997032700,   , BEST,   0, 195S, 1511E,  30
SH, 32, 1997032706,   , BEST,   0, 187S, 1509E,  30
SH, 32, 1997032712,   , BEST,   0, 176S, 1503E,  30
SH, 32, 1997032718,   , BEST,   0, 165S, 1499E,  30
SH, 32, 1997032800,   , BEST,   0, 156S, 1496E,  25
SH, 32, 1997032806,   , BEST,   0, 147S, 1493E,  25
SH, 32, 1997032812,   , BEST,   0, 137S, 1492E,  25
SH, 32, 1997032818,   , BEST,   0, 125S, 1487E,  20
SH, 32, 1997032900,   , BEST,   0, 118S, 1476E,  20
SH, 32, 1997032906,   , BEST,   0, 113S, 1465E,  15
SH, 32, 1997032912,   , BEST,   0, 109S, 1453E,  25
