SH, 14, 1996122518,   , BEST,   0, 120S,  600E,  15
SH, 14, 1996122600,   , BEST,   0, 120S,  600E,  15
SH, 14, 1996122606,   , BEST,   0, 120S,  600E,  15
SH, 14, 1996122612,   , BEST,   0, 120S,  600E,  15
SH, 14, 1996122618,   , BEST,   0, 120S,  600E,  15
SH, 14, 1996122700,   , BEST,   0, 120S,  600E,  15
SH, 14, 1996122706,   , BEST,   0, 120S,  600E,  15
SH, 14, 1996122712,   , BEST,   0, 120S,  600E,  15
SH, 14, 1996122718,   , BEST,   0, 120S,  600E,  15
SH, 14, 1996122800,   , BEST,   0, 120S,  600E,  15
SH, 14, 1996122806,   , BEST,   0, 120S,  600E,  15
SH, 14, 1996122812,   , BEST,   0, 120S,  600E,  15
SH, 14, 1996122818,   , BEST,   0, 120S,  600E,  15
SH, 14, 1996122900,   , BEST,   0, 120S,  600E,  15
SH, 14, 1996122906,   , BEST,   0, 120S,  600E,  15
SH, 14, 1996122912,   , BEST,   0, 120S,  600E,  15
SH, 14, 1996122918,   , BEST,   0, 120S,  600E,  15
SH, 14, 1996123000,   , BEST,   0, 120S,  600E,  15
SH, 14, 1996123006,   , BEST,   0, 120S,  600E,  15
SH, 14, 1996123012,   , BEST,   0, 120S,  600E,  15
SH, 14, 1996123018,   , BEST,   0, 120S,  600E,  15
SH, 14, 1996123100,   , BEST,   0, 120S,  600E,  15
SH, 14, 1996123106,   , BEST,   0, 120S,  600E,  15
SH, 14, 1996123112,   , BEST,   0, 120S,  600E,  15
SH, 14, 1996123118,   , BEST,   0, 121S,  598E,  15
SH, 14, 1997010100,   , BEST,   0, 123S,  595E,  15
SH, 14, 1997010106,   , BEST,   0, 126S,  588E,  15
SH, 14, 1997010112,   , BEST,   0, 131S,  583E,  15
SH, 14, 1997010118,   , BEST,   0, 134S,  577E,  20
SH, 14, 1997010200,   , BEST,   0, 137S,  571E,  20
SH, 14, 1997010206,   , BEST,   0, 139S,  564E,  25
SH, 14, 1997010212,   , BEST,   0, 140S,  557E,  30
SH, 14, 1997010218,   , BEST,   0, 142S,  550E,  35
SH, 14, 1997010300,   , BEST,   0, 144S,  542E,  40
SH, 14, 1997010306,   , BEST,   0, 143S,  533E,  50
SH, 14, 1997010312,   , BEST,   0, 145S,  525E,  55
SH, 14, 1997010318,   , BEST,   0, 148S,  519E,  55
SH, 14, 1997010400,   , BEST,   0, 153S,  513E,  55
SH, 14, 1997010406,   , BEST,   0, 157S,  505E,  60
SH, 14, 1997010412,   , BEST,   0, 157S,  496E,  50
SH, 14, 1997010418,   , BEST,   0, 157S,  487E,  40
SH, 14, 1997010500,   , BEST,   0, 156S,  479E,  30
SH, 14, 1997010506,   , BEST,   0, 154S,  469E,  35
SH, 14, 1997010512,   , BEST,   0, 154S,  458E,  35
SH, 14, 1997010518,   , BEST,   0, 157S,  447E,  35
SH, 14, 1997010600,   , BEST,   0, 165S,  439E,  35
SH, 14, 1997010606,   , BEST,   0, 173S,  434E,  35
SH, 14, 1997010612,   , BEST,   0, 181S,  432E,  35
SH, 14, 1997010618,   , BEST,   0, 189S,  431E,  35
SH, 14, 1997010700,   , BEST,   0, 197S,  430E,  35
SH, 14, 1997010706,   , BEST,   0, 205S,  430E,  45
SH, 14, 1997010712,   , BEST,   0, 212S,  435E,  55
SH, 14, 1997010718,   , BEST,   0, 219S,  441E,  45
SH, 14, 1997010800,   , BEST,   0, 228S,  447E,  35
SH, 14, 1997010806,   , BEST,   0, 238S,  458E,  30
SH, 14, 1997010812,   , BEST,   0, 251S,  462E,  30
SH, 14, 1997010818,   , BEST,   0, 264S,  462E,  30
SH, 14, 1997010900,   , BEST,   0, 274S,  463E,  30
